filename,width,height,class,xmin,ymin,xmax,ymax
de_dust0534.jpg,1920,1080,ct-head,926,485,982,548
de_dust0534.jpg,1920,1080,ct-head,1527,438,1550,461
de_dust0534.jpg,1920,1080,ct,859,487,1021,732
de_dust0534.jpg,1920,1080,ct,1499,437,1558,535
de_dust0535.jpg,1920,1080,ct,969,479,999,559
de_dust0535.jpg,1920,1080,ct,786,506,802,547
de_dust0535.jpg,1920,1080,ct-head,976,477,992,498
de_dust0535.jpg,1920,1080,ct-head,789,506,798,516
de_dust0536.jpg,1920,1080,ct,634,505,653,550
de_dust0536.jpg,1920,1080,ct-head,637,506,646,515
de_dust0537.jpg,1920,1080,ct,1027,542,1059,630
de_dust0537.jpg,1920,1080,ct,910,534,946,593
de_dust0537.jpg,1920,1080,ct-head,1032,543,1046,560
de_dust0537.jpg,1920,1080,ct-head,926,534,942,547
de_dust0538.jpg,1920,1080,ct,899,512,933,573
de_dust0538.jpg,1920,1080,ct-head,914,511,927,522
de_dust0539.jpg,1920,1080,ct-head,968,519,994,556
de_dust0539.jpg,1920,1080,ct,955,517,1023,698
de_dust0540.jpg,1920,1080,ct,948,527,1019,713
de_dust0540.jpg,1920,1080,ct-head,955,527,994,562
de_dust0543.jpg,1920,1080,ct,971,529,989,570
de_dust0543.jpg,1920,1080,ct-head,975,529,984,538
de_dust0545.jpg,1920,1080,ct,874,537,944,710
de_dust0545.jpg,1920,1080,ct-head,884,537,923,572
de_dust0546.jpg,1920,1080,ct,908,539,978,714
de_dust0546.jpg,1920,1080,ct-head,920,540,953,578
de_dust0547.jpg,1920,1080,ct,944,544,1015,722
de_dust0547.jpg,1920,1080,ct-head,957,542,991,580
de_dust0549.jpg,1920,1080,tt,1706,446,1826,706
de_dust0549.jpg,1920,1080,tt-head,1753,446,1811,489
de_dust0550.jpg,1920,1080,tt,1045,455,1102,635
de_dust0550.jpg,1920,1080,tt-head,1065,455,1087,479
de_dust0551.jpg,1920,1080,tt-head,1093,458,1113,485
de_dust0551.jpg,1920,1080,tt,1074,457,1128,636
de_dust0552.jpg,1920,1080,tt,707,472,821,819
de_dust0552.jpg,1920,1080,tt-head,745,472,786,519
de_dust0553.jpg,1920,1080,ct,877,494,917,607
de_dust0553.jpg,1920,1080,ct,866,486,891,568
de_dust0553.jpg,1920,1080,ct-head,883,494,903,515
de_dust0553.jpg,1920,1080,ct-head,866,484,884,504
de_dust0554.jpg,1920,1080,ct,923,479,982,653
de_dust0554.jpg,1920,1080,ct-head,951,481,977,508
de_dust0555.jpg,1920,1080,ct,925,508,983,681
de_dust0555.jpg,1920,1080,ct-head,957,509,984,546
de_dust0556.jpg,1920,1080,ct,936,508,996,682
de_dust0556.jpg,1920,1080,ct-head,969,511,990,540
de_dust0557.jpg,1920,1080,tt,810,474,823,499
de_dust0558.jpg,1920,1080,ct,902,480,942,618
de_dust0558.jpg,1920,1080,ct-head,909,480,933,499
de_dust0559.jpg,1920,1080,ct-head,991,504,1033,544
de_dust0559.jpg,1920,1080,ct,934,502,1054,750
de_dust0561.jpg,1920,1080,ct,935,533,956,582
de_dust0561.jpg,1920,1080,ct-head,941,533,950,544
de_dust0562.jpg,1920,1080,ct,956,533,979,585
de_dust0562.jpg,1920,1080,ct-head,960,533,972,544
de_dust0563.jpg,1920,1080,ct,948,531,970,584
de_dust0563.jpg,1920,1080,ct-head,951,531,964,543
de_dust0565.jpg,1920,1080,ct,915,512,941,587
de_dust0565.jpg,1920,1080,ct,905,513,923,583
de_dust0565.jpg,1920,1080,ct-head,920,512,933,527
de_dust0565.jpg,1920,1080,ct-head,909,513,920,527
de_dust0566.jpg,1920,1080,ct,919,519,946,589
de_dust0566.jpg,1920,1080,ct-head,923,519,936,533
de_dust0567.jpg,1920,1080,tt,1309,418,1477,785
de_dust0567.jpg,1920,1080,tt-head,1327,417,1403,518
de_dust0568.jpg,1920,1080,tt,707,515,769,708
de_dust0568.jpg,1920,1080,tt-head,728,515,756,544
de_dust0568.jpg,1920,1080,ct,1218,512,1261,582
de_dust0568.jpg,1920,1080,ct,945,521,975,571
de_dust0568.jpg,1920,1080,ct-head,949,522,962,534
de_dust0568.jpg,1920,1080,ct-head,1225,512,1242,528
de_dust0569.jpg,1920,1080,tt,702,527,777,726
de_dust0569.jpg,1920,1080,tt-head,727,530,756,559
de_dust0569.jpg,1920,1080,ct,1124,533,1161,605
de_dust0569.jpg,1920,1080,ct-head,1129,531,1149,551
de_dust0570.jpg,1920,1080,tt,308,518,396,756
de_dust0570.jpg,1920,1080,tt-head,349,516,389,559
de_dust0570.jpg,1920,1080,ct,965,512,1002,558
de_dust0570.jpg,1920,1080,ct-head,971,512,987,529
de_dust0571.jpg,1920,1080,tt,1181,510,1294,687
de_dust0571.jpg,1920,1080,tt-head,1200,512,1232,558
de_dust0572.jpg,1920,1080,tt,721,399,827,730
de_dust0572.jpg,1920,1080,tt-head,766,401,817,454
de_dust0573.jpg,1920,1080,ct,886,503,962,698
de_dust0573.jpg,1920,1080,ct-head,895,499,935,540
de_dust0575.jpg,1920,1080,ct,926,501,948,606
de_dust0575.jpg,1920,1080,ct-head,931,501,951,521
de_dust0576.jpg,1920,1080,ct,944,504,1000,630
de_dust0576.jpg,1920,1080,ct-head,955,503,981,526
de_dust0578.jpg,1920,1080,ct-head,955,527,976,553
de_dust0578.jpg,1920,1080,ct,945,527,995,617
de_dust0579.jpg,1920,1080,ct,920,520,970,611
de_dust0579.jpg,1920,1080,ct-head,926,520,953,547
de_dust0580.jpg,1920,1080,ct,922,476,993,664
de_dust0580.jpg,1920,1080,ct-head,928,474,965,518
de_dust0581.jpg,1920,1080,ct-head,929,481,967,516
de_dust0581.jpg,1920,1080,ct-head,1376,495,1398,516
de_dust0581.jpg,1920,1080,ct-head,883,432,895,448
de_dust0581.jpg,1920,1080,ct,929,481,992,628
de_dust0581.jpg,1920,1080,ct,1368,494,1409,583
de_dust0581.jpg,1920,1080,ct,875,432,901,504
de_dust0582.jpg,1920,1080,ct,987,523,1055,663
de_dust0582.jpg,1920,1080,ct,1365,522,1415,607
de_dust0582.jpg,1920,1080,ct,878,461,908,533
de_dust0582.jpg,1920,1080,ct-head,991,524,1025,559
de_dust0582.jpg,1920,1080,ct-head,1375,521,1400,547
de_dust0582.jpg,1920,1080,ct-head,884,461,898,476
de_dust0584.jpg,1920,1080,tt,1233,395,1287,544
de_dust0584.jpg,1920,1080,tt-head,1247,396,1269,420
de_dust0586.jpg,1920,1080,ct,962,506,982,561
de_dust0586.jpg,1920,1080,ct-head,969,507,977,518
de_dust0587.jpg,1920,1080,tt,1011,443,1115,675
de_dust0587.jpg,1920,1080,tt-head,1032,441,1077,483
de_dust0588.jpg,1920,1080,tt,942,522,963,573
de_dust0588.jpg,1920,1080,tt-head,950,522,958,535
de_dust0588.jpg,1920,1080,tt,1034,505,1045,531
de_dust0588.jpg,1920,1080,tt-head,1034,506,1041,514
de_dust0589.jpg,1920,1080,ct,903,490,956,626
de_dust0589.jpg,1920,1080,ct-head,907,490,936,515
de_dust0591.jpg,1920,1080,ct,776,494,810,558
de_dust0591.jpg,1920,1080,ct,949,526,965,564
de_dust0591.jpg,1920,1080,ct-head,781,494,795,511
de_dust0591.jpg,1920,1080,ct-head,952,526,960,535
de_dust0594.jpg,1920,1080,ct,805,490,913,699
de_dust0594.jpg,1920,1080,ct-head,818,491,858,532
de_dust0595.jpg,1920,1080,ct,912,516,984,682
de_dust0595.jpg,1920,1080,ct-head,930,516,960,551
de_dust0596.jpg,1920,1080,ct-head,934,596,952,616
de_dust0596.jpg,1920,1080,ct-head,1029,593,1043,610
de_dust0596.jpg,1920,1080,ct,929,594,969,703
de_dust0596.jpg,1920,1080,ct,1023,593,1046,655
de_dust0597.jpg,1920,1080,ct,962,608,1002,722
de_dust0597.jpg,1920,1080,ct-head,963,605,985,627
de_dust0598.jpg,1920,1080,ct,934,506,976,617
de_dust0598.jpg,1920,1080,ct-head,939,506,959,527
de_dust0599.jpg,1920,1080,ct,914,493,965,641
de_dust0599.jpg,1920,1080,ct-head,920,494,946,523
de_dust0600.jpg,1920,1080,tt-head,361,524,390,550
de_dust0600.jpg,1920,1080,tt-head,754,496,769,511
de_dust0600.jpg,1920,1080,tt-head,847,497,858,509
de_dust0600.jpg,1920,1080,tt,319,523,397,657
de_dust0600.jpg,1920,1080,tt,741,494,769,574
de_dust0600.jpg,1920,1080,tt,835,496,862,572
de_dust0601.jpg,1920,1080,tt,423,539,509,715
de_dust0601.jpg,1920,1080,tt,1117,503,1145,605
de_dust0601.jpg,1920,1080,tt,1157,504,1189,597
de_dust0601.jpg,1920,1080,tt-head,470,539,507,575
de_dust0601.jpg,1920,1080,tt-head,1128,504,1145,523
de_dust0601.jpg,1920,1080,tt-head,1172,505,1185,521
de_dust0602.jpg,1920,1080,tt-head,1,557,81,632
de_dust0602.jpg,1920,1080,tt,1,539,146,873
de_dust0603.jpg,1920,1080,ct,818,456,898,684
de_dust0603.jpg,1920,1080,ct-head,830,458,865,498
de_dust0604.jpg,1920,1080,tt-head,1047,478,1072,507
de_dust0604.jpg,1920,1080,tt,999,475,1112,676
de_dust0605.jpg,1920,1080,tt,1239,389,1457,869
de_dust0605.jpg,1920,1080,tt-head,1283,393,1382,493
de_dust0605.jpg,1920,1080,ct,735,445,771,531
de_dust0605.jpg,1920,1080,ct-head,748,446,765,461
de_dust0606.jpg,1920,1080,ct-head,967,513,997,536
de_dust0606.jpg,1920,1080,ct,963,514,1011,641
de_dust0607.jpg,1920,1080,ct,989,462,1050,627
de_dust0607.jpg,1920,1080,ct-head,999,462,1029,494
de_dust0608.jpg,1920,1080,ct,949,513,985,559
de_dust0608.jpg,1920,1080,ct-head,955,512,970,529
de_dust0609.jpg,1920,1080,ct-head,955,507,975,532
de_dust0609.jpg,1920,1080,ct-head,1013,514,1030,533
de_dust0609.jpg,1920,1080,ct,946,508,991,631
de_dust0609.jpg,1920,1080,ct,1008,515,1037,603
de_dust0611.jpg,1920,1080,ct,880,478,938,595
de_dust0611.jpg,1920,1080,ct-head,888,478,912,500
de_dust0612.jpg,1920,1080,ct,811,451,865,567
de_dust0612.jpg,1920,1080,ct-head,815,452,836,471
de_dust0613.jpg,1920,1080,ct-head,842,505,852,514
de_dust0613.jpg,1920,1080,ct,835,504,852,534
de_dust0613.jpg,1920,1080,tt-head,956,497,965,504
de_dust0613.jpg,1920,1080,tt,951,496,969,536
de_dust0614.jpg,1920,1080,tt,1072,512,1093,554
de_dust0614.jpg,1920,1080,tt-head,1079,513,1087,520
de_dust0614.jpg,1920,1080,ct-head,946,523,956,533
de_dust0614.jpg,1920,1080,ct,940,522,959,561
de_dust0615.jpg,1920,1080,tt-head,1141,503,1150,514
de_dust0615.jpg,1920,1080,tt,1137,502,1155,556
de_dust0615.jpg,1920,1080,ct-head,955,518,968,532
de_dust0615.jpg,1920,1080,ct,946,520,970,570
de_dust0616.jpg,1920,1080,ct,948,527,968,570
de_dust0616.jpg,1920,1080,ct-head,951,526,965,542
de_dust0616.jpg,1920,1080,tt,1144,527,1166,567
de_dust0616.jpg,1920,1080,tt-head,1152,527,1161,538
de_dust0617.jpg,1920,1080,tt,1157,469,1176,512
de_dust0617.jpg,1920,1080,tt-head,1160,467,1170,477
de_dust0618.jpg,1920,1080,tt-head,1183,525,1193,532
de_dust0618.jpg,1920,1080,tt,1174,523,1201,567
de_dust0619.jpg,1920,1080,ct-head,991,513,1001,523
de_dust0619.jpg,1920,1080,ct,987,513,1006,561
de_dust0620.jpg,1920,1080,tt-head,1321,275,1346,302
de_dust0620.jpg,1920,1080,tt,1291,276,1350,367
de_dust0621.jpg,1920,1080,tt,845,471,922,725
de_dust0621.jpg,1920,1080,tt-head,857,472,894,515
de_dust0622.jpg,1920,1080,tt-head,1011,500,1028,518
de_dust0622.jpg,1920,1080,tt,994,498,1031,611
de_dust0623.jpg,1920,1080,tt,597,467,715,906
de_dust0623.jpg,1920,1080,tt-head,641,471,699,534
de_dust0625.jpg,1920,1080,ct-head,902,269,1045,443
de_dust0625.jpg,1920,1080,ct,766,278,1061,959
de_dust0626.jpg,1920,1080,ct-head,1,409,182,633
de_dust0626.jpg,1920,1080,ct,2,397,216,1079
de_dust0627.jpg,1920,1080,ct-head,134,455,338,626
de_dust0627.jpg,1920,1080,ct,2,462,359,1071
de_dust0628.jpg,1920,1080,ct-head,191,478,355,645
de_dust0628.jpg,1920,1080,ct,1,479,409,1075
de_dust0629.jpg,1920,1080,ct,615,501,886,1080
de_dust0629.jpg,1920,1080,ct-head,715,494,811,615
de_dust0632.jpg,1920,1080,ct-head,956,524,987,557
de_dust0632.jpg,1920,1080,ct,948,524,1010,701
de_dust20000.jpg,1600,900,tt-head,886,299,924,344
de_dust20000.jpg,1600,900,tt-head,792,307,815,328
de_dust20000.jpg,1600,900,tt,860,297,946,565
de_dust20000.jpg,1600,900,tt,781,305,832,434
de_dust20001.jpg,1600,900,tt,415,346,549,630
de_dust20001.jpg,1600,900,tt-head,444,347,489,396
de_dust20002.jpg,1600,900,tt-head,677,427,721,472
de_dust20002.jpg,1600,900,tt-head,92,436,136,481
de_dust20002.jpg,1600,900,tt,667,426,739,694
de_dust20002.jpg,1600,900,tt,64,434,164,656
de_dust20003.jpg,1600,900,ct,602,1,818,370
de_dust20004.jpg,1600,900,ct,569,141,818,596
de_dust20004.jpg,1600,900,ct-head,604,144,725,268
de_dust20005.jpg,1600,900,ct-head,734,378,786,439
de_dust20005.jpg,1600,900,ct,684,379,818,714
de_dust20006.jpg,1600,900,tt-head,858,365,880,390
de_dust20006.jpg,1600,900,tt-head,728,432,740,441
de_dust20006.jpg,1600,900,tt,842,362,904,502
de_dust20006.jpg,1600,900,tt,724,430,751,471
de_dust20007.jpg,1600,900,tt,864,384,941,591
de_dust20007.jpg,1600,900,tt,701,467,733,527
de_dust20007.jpg,1600,900,tt-head,882,384,914,418
de_dust20007.jpg,1600,900,tt-head,709,469,723,478
de_dust20008.jpg,1600,900,tt-head,877,408,937,480
de_dust20008.jpg,1600,900,tt-head,821,492,854,516
de_dust20008.jpg,1600,900,tt-head,605,524,628,538
de_dust20008.jpg,1600,900,tt,848,404,1002,804
de_dust20008.jpg,1600,900,tt,808,490,871,615
de_dust20008.jpg,1600,900,tt,606,521,639,599
de_dust20009.jpg,1600,900,tt,807,439,976,741
de_dust20009.jpg,1600,900,tt,620,474,669,618
de_dust20009.jpg,1600,900,tt,666,476,701,536
de_dust20009.jpg,1600,900,tt-head,877,436,925,492
de_dust20009.jpg,1600,900,tt-head,635,469,660,492
de_dust20009.jpg,1600,900,tt-head,677,476,694,495
de_dust20010.jpg,1600,900,tt-head,831,438,866,476
de_dust20010.jpg,1600,900,tt,811,436,906,647
de_dust20011.jpg,1600,900,tt,319,408,456,760
de_dust20011.jpg,1600,900,tt,922,429,1035,725
de_dust20011.jpg,1600,900,tt-head,371,404,439,465
de_dust20011.jpg,1600,900,tt-head,972,432,1030,486
de_dust20012.jpg,1600,900,tt-head,782,426,831,482
de_dust20012.jpg,1600,900,tt,724,421,838,791
de_dust20013.jpg,1600,900,ct,751,444,810,618
de_dust20013.jpg,1600,900,ct-head,769,449,802,479
de_dust20014.jpg,1600,900,ct,548,404,724,899
de_dust20014.jpg,1600,900,ct-head,590,407,681,519
de_dust20015.jpg,1600,900,ct-head,956,430,1004,458
de_dust20015.jpg,1600,900,ct,931,430,1019,597
de_dust20015.jpg,1600,900,tt-head,699,387,711,399
de_dust20015.jpg,1600,900,tt,689,385,721,458
de_dust20016.jpg,1600,900,tt-head,761,440,777,460
de_dust20016.jpg,1600,900,tt,747,437,792,538
de_dust20017.jpg,1600,900,tt,888,417,958,596
de_dust20017.jpg,1600,900,tt-head,905,419,936,458
de_dust20018.jpg,1600,900,tt-head,798,408,828,449
de_dust20018.jpg,1600,900,tt,779,406,846,614
de_dust20019.jpg,1600,900,tt-head,811,425,851,472
de_dust20019.jpg,1600,900,tt,786,427,874,667
de_dust20020.jpg,1600,900,tt-head,917,236,955,285
de_dust20020.jpg,1600,900,tt,898,231,981,455
de_dust20021.jpg,1600,900,tt-head,821,498,850,536
de_dust20022.jpg,1600,900,tt,864,436,907,564
de_dust20022.jpg,1600,900,tt-head,871,434,902,470
de_dust20023.jpg,1600,900,tt-head,772,450,794,477
de_dust20023.jpg,1600,900,tt,755,445,805,593
de_dust20024.jpg,1600,900,tt,749,444,846,681
de_dust20024.jpg,1600,900,tt-head,779,446,811,489
de_dust20025.jpg,1600,900,tt-head,760,376,774,391
de_dust20025.jpg,1600,900,tt,749,375,775,449
de_dust20026.jpg,1600,900,tt-head,789,447,811,470
de_dust20026.jpg,1600,900,tt-head,119,411,145,434
de_dust20026.jpg,1600,900,tt,766,443,809,594
de_dust20026.jpg,1600,900,tt,96,406,153,533
de_dust20026.jpg,1600,900,ct,974,460,1010,539
de_dust20026.jpg,1600,900,ct-head,977,458,1002,479
de_dust20027.jpg,1600,900,ct,877,445,920,550
de_dust20027.jpg,1600,900,ct-head,890,444,907,467
de_dust20027.jpg,1600,900,tt,532,425,626,775
de_dust20027.jpg,1600,900,tt-head,579,421,631,480
de_dust20028.jpg,1600,900,tt-head,754,401,828,510
de_dust20028.jpg,1600,900,tt,641,397,830,847
de_dust20028.jpg,1600,900,ct-head,1188,447,1224,478
de_dust20028.jpg,1600,900,ct,1178,446,1248,560
de_dust20029.jpg,1600,900,tt-head,639,437,719,536
de_dust20029.jpg,1600,900,tt,599,429,829,900
de_dust20031.jpg,1600,900,ct,758,381,840,539
de_dust20031.jpg,1600,900,ct-head,773,382,803,420
de_dust20032.jpg,1600,900,ct-head,737,404,785,460
de_dust20032.jpg,1600,900,ct,709,405,836,639
de_dust20033.jpg,1600,900,ct,868,354,1098,752
de_dust20033.jpg,1600,900,ct-head,944,348,1016,437
de_dust20034.jpg,1600,900,ct-head,1096,327,1175,425
de_dust20034.jpg,1600,900,ct,1028,332,1196,727
de_dust20035.jpg,1600,900,ct,782,429,848,514
de_dust20035.jpg,1600,900,ct-head,789,429,815,457
de_dust20035.jpg,1600,900,tt,1,380,78,512
de_dust20035.jpg,1600,900,tt-head,31,383,61,404
de_dust20036.jpg,1600,900,ct-head,1349,376,1408,423
de_dust20036.jpg,1600,900,ct,1343,375,1483,508
de_dust20036.jpg,1600,900,tt-head,757,432,769,449
de_dust20036.jpg,1600,900,tt,750,433,777,514
de_dust20037.jpg,1600,900,tt,758,407,786,491
de_dust20037.jpg,1600,900,tt-head,765,408,777,424
de_dust20037.jpg,1600,900,ct,1393,424,1526,545
de_dust20037.jpg,1600,900,ct-head,1397,424,1456,462
de_dust20038.jpg,1600,900,tt,718,427,750,523
de_dust20038.jpg,1600,900,tt-head,725,427,741,445
de_dust20038.jpg,1600,900,ct-head,1473,387,1546,430
de_dust20038.jpg,1600,900,ct,1466,387,1597,513
de_dust20039.jpg,1600,900,tt,800,456,824,516
de_dust20039.jpg,1600,900,tt-head,806,457,817,471
de_dust20040.jpg,1600,900,ct,688,418,803,695
de_dust20040.jpg,1600,900,ct-head,708,419,764,462
de_dust20041.jpg,1600,900,tt,735,462,792,628
de_dust20041.jpg,1600,900,tt-head,748,461,773,488
de_dust20042.jpg,1600,900,tt,709,448,763,617
de_dust20042.jpg,1600,900,tt-head,721,448,746,476
de_dust20043.jpg,1600,900,tt-head,773,453,795,481
de_dust20043.jpg,1600,900,tt,765,452,813,622
de_dust20046.jpg,1600,900,tt,901,469,966,639
de_dust20046.jpg,1600,900,tt-head,916,468,938,498
de_dust20047.jpg,1600,900,tt,801,473,911,780
de_dust20047.jpg,1600,900,tt-head,825,472,863,524
de_dust20048.jpg,1600,900,ct,650,414,719,616
de_dust20048.jpg,1600,900,ct-head,674,414,709,454
de_dust20048.jpg,1600,900,tt,1271,434,1296,468
de_dust20048.jpg,1600,900,tt,1110,497,1127,527
de_dust20048.jpg,1600,900,ct,1230,482,1256,537
de_dust20048.jpg,1600,900,ct,1201,480,1229,534
de_dust20048.jpg,1600,900,ct-head,1212,481,1228,494
de_dust20048.jpg,1600,900,ct-head,1230,482,1246,497
de_dust20048.jpg,1600,900,tt-head,1273,434,1283,445
de_dust20048.jpg,1600,900,tt-head,1114,497,1122,505
de_dust20049.jpg,1600,900,tt,781,415,804,449
de_dust20049.jpg,1600,900,tt-head,785,415,795,425
de_dust20049.jpg,1600,900,ct,696,474,740,595
de_dust20049.jpg,1600,900,ct,649,497,680,581
de_dust20049.jpg,1600,900,ct-head,711,474,734,495
de_dust20049.jpg,1600,900,ct-head,658,497,675,514
de_dust20049.jpg,1600,900,tt,563,485,575,532
de_dust20049.jpg,1600,900,tt-head,566,485,573,495
de_dust20050.jpg,1600,900,tt,1036,324,1096,477
de_dust20050.jpg,1600,900,tt-head,1049,325,1083,356
de_dust20050.jpg,1600,900,ct,776,510,821,653
de_dust20050.jpg,1600,900,ct-head,787,510,814,541
de_dust20051.jpg,1600,900,tt,804,411,881,679
de_dust20051.jpg,1600,900,tt-head,820,413,855,462
de_dust20052.jpg,1600,900,tt,858,379,903,510
de_dust20052.jpg,1600,900,tt,795,379,831,495
de_dust20052.jpg,1600,900,tt-head,872,380,898,400
de_dust20052.jpg,1600,900,tt-head,802,380,823,400
de_dust20053.jpg,1600,900,tt,781,424,922,797
de_dust20053.jpg,1600,900,tt-head,807,422,875,494
de_dust20054.jpg,1600,900,ct,791,481,876,655
de_dust20054.jpg,1600,900,ct-head,825,483,874,532
de_dust20055.jpg,1600,900,tt,915,421,991,600
de_dust20055.jpg,1600,900,tt-head,959,421,989,462
de_dust20056.jpg,1600,900,tt,625,348,795,778
de_dust20056.jpg,1600,900,tt-head,672,350,769,439
de_dust20058.jpg,1600,900,tt,774,430,878,653
de_dust20058.jpg,1600,900,tt-head,787,433,819,480
de_dust20059.jpg,1600,900,tt,725,382,815,599
de_dust20059.jpg,1600,900,tt-head,733,381,772,432
de_dust20060.jpg,1600,900,tt-head,639,378,678,423
de_dust20060.jpg,1600,900,tt,628,376,717,591
de_dust20061.jpg,1600,900,tt,714,505,808,725
de_dust20061.jpg,1600,900,tt-head,727,500,764,549
de_dust20062.jpg,1600,900,tt,837,480,853,528
de_dust20062.jpg,1600,900,tt-head,840,481,849,490
de_dust20063.jpg,1600,900,tt-head,797,510,807,520
de_dust20063.jpg,1600,900,tt,793,510,811,571
de_dust20064.jpg,1600,900,tt,844,279,876,383
de_dust20064.jpg,1600,900,tt-head,853,279,870,295
de_dust20065.jpg,1600,900,tt-head,662,432,692,469
de_dust20065.jpg,1600,900,tt,642,433,713,673
de_dust20066.jpg,1600,900,tt,774,404,846,575
de_dust20066.jpg,1600,900,tt-head,803,404,828,435
de_dust20067.jpg,1600,900,tt-head,649,469,676,501
de_dust20067.jpg,1600,900,tt,636,467,696,684
de_dust20068.jpg,1600,900,tt,851,329,884,423
de_dust20068.jpg,1600,900,tt-head,868,329,882,343
de_dust20069.jpg,1600,900,tt-head,712,366,757,406
de_dust20069.jpg,1600,900,tt,659,367,758,646
de_dust20070.jpg,1600,900,ct,601,356,712,646
de_dust20070.jpg,1600,900,ct-head,636,358,690,405
de_dust20070.jpg,1600,900,tt,745,428,805,548
de_dust20070.jpg,1600,900,tt-head,755,425,780,450
de_dust20071.jpg,1600,900,ct,888,468,938,575
de_dust20071.jpg,1600,900,ct-head,905,467,931,490
de_dust20072.jpg,1600,900,ct,953,403,1027,606
de_dust20072.jpg,1600,900,ct-head,987,404,1027,434
de_dust20072.jpg,1600,900,ct,741,425,770,498
de_dust20072.jpg,1600,900,ct-head,752,426,767,439
de_dust20073.jpg,1600,900,tt,838,402,854,451
de_dust20073.jpg,1600,900,tt,795,399,807,439
de_dust20073.jpg,1600,900,tt-head,841,402,849,411
de_dust20073.jpg,1600,900,tt-head,796,399,804,408
de_dust20074.jpg,1600,900,tt,689,439,720,507
de_dust20074.jpg,1600,900,tt-head,695,440,709,449
de_dust20075.jpg,1600,900,tt,750,481,782,579
de_dust20075.jpg,1600,900,tt-head,755,483,770,498
de_dust20076.jpg,1600,900,tt,663,525,729,754
de_dust20076.jpg,1600,900,tt-head,676,528,709,564
de_dust20077.jpg,1600,900,tt,885,462,906,515
de_dust20077.jpg,1600,900,tt-head,889,461,897,472
de_dust20078.jpg,1600,900,tt,747,494,774,572
de_dust20078.jpg,1600,900,tt-head,752,494,764,509
de_dust20079.jpg,1600,900,tt-head,857,270,880,295
de_dust20079.jpg,1600,900,tt,847,269,889,404
de_dust20080.jpg,1600,900,tt,851,347,877,386
de_dust20080.jpg,1600,900,tt-head,865,348,874,358
de_dust20081.jpg,1600,900,tt-head,654,483,665,496
de_dust20081.jpg,1600,900,tt,636,481,668,529
de_dust20082.jpg,1600,900,tt,762,494,792,554
de_dust20082.jpg,1600,900,tt-head,774,494,785,505
de_dust20083.jpg,1600,900,ct,704,460,769,601
de_dust20083.jpg,1600,900,ct-head,715,460,738,490
de_dust20084.jpg,1600,900,ct,954,514,1016,642
de_dust20084.jpg,1600,900,ct-head,962,513,987,543
de_dust20085.jpg,1600,900,ct-head,947,480,975,513
de_dust20085.jpg,1600,900,ct,938,481,1004,628
de_dust20086.jpg,1600,900,ct-head,640,507,675,544
de_dust20086.jpg,1600,900,ct,636,508,706,713
de_dust20087.jpg,1600,900,ct,196,381,354,767
de_dust20087.jpg,1600,900,ct-head,229,371,318,445
de_dust20087.jpg,1600,900,ct-head,999,413,1029,430
de_dust20087.jpg,1600,900,ct-head,1095,415,1118,431
de_dust20087.jpg,1600,900,ct,978,409,1024,523
de_dust20087.jpg,1600,900,ct,1086,415,1123,513
de_dust20088.jpg,1600,900,ct,870,417,925,579
de_dust20088.jpg,1600,900,ct,924,417,976,567
de_dust20088.jpg,1600,900,ct-head,887,415,918,441
de_dust20088.jpg,1600,900,ct-head,937,417,967,444
de_dust20089.jpg,1600,900,tt,692,500,811,701
de_dust20089.jpg,1600,900,tt-head,713,499,751,545
de_dust20090.jpg,1600,900,ct,621,439,675,523
de_dust20090.jpg,1600,900,ct-head,638,438,660,461
de_dust20090.jpg,1600,900,ct,1176,419,1266,646
de_dust20090.jpg,1600,900,ct,1228,406,1295,617
de_dust20090.jpg,1600,900,ct-head,1212,410,1275,453
de_dust20091.jpg,1600,900,ct,1,466,97,693
de_dust20091.jpg,1600,900,ct,1096,424,1204,609
de_dust20091.jpg,1600,900,ct,1428,382,1600,655
de_dust20091.jpg,1600,900,ct-head,1,473,61,517
de_dust20091.jpg,1600,900,ct-head,1106,419,1154,461
de_dust20091.jpg,1600,900,ct-head,1462,385,1552,436
de_dust20092.jpg,1600,900,ct-head,1404,348,1488,387
de_dust20092.jpg,1600,900,ct-head,831,344,875,370
de_dust20092.jpg,1600,900,ct,822,339,901,534
de_dust20092.jpg,1600,900,ct,1387,347,1577,619
de_dust20093.jpg,1600,900,ct,1118,92,1309,486
de_dust20093.jpg,1600,900,ct-head,1165,94,1259,158
de_dust20094.jpg,1600,900,tt-head,708,336,804,448
de_dust20094.jpg,1600,900,tt,649,330,894,855
de_dust20096.jpg,1600,900,tt,652,416,694,529
de_dust20096.jpg,1600,900,tt-head,662,416,681,436
de_dust20097.jpg,1600,900,tt-head,584,467,619,499
de_dust20097.jpg,1600,900,tt,565,465,642,689
de_dust20098.jpg,1600,900,tt,561,415,618,619
de_dust20098.jpg,1600,900,tt-head,569,412,605,446
de_dust20099.jpg,1600,900,tt-head,572,461,600,490
de_dust20099.jpg,1600,900,tt,557,459,631,658
de_dust20100.jpg,1600,900,tt,751,447,847,679
de_dust20100.jpg,1600,900,tt-head,765,451,797,486
de_dust20101.jpg,1600,900,tt-head,725,397,819,534
de_dust20101.jpg,1600,900,tt,686,392,929,900
de_dust20103.jpg,1600,900,tt-head,886,287,1068,460
